origin_question,change_question,bert_match_question,bert_sore,bert_value,mixnet_match_question,mixnet_sore,mixnet_value,smallBert_match_question,smallBert_sore,small_Bertvalue,wam_match_question,wam_sore,wam_value
原案件里的案款怎么关联到执恢的案件里,原案件里面的案款怎么关联到执恢的案件里,原案件里的案款怎么关联到执恢的案件里,1.5006443,1,原案件里的案款怎么关联到执恢的案件里,0.005211345,1,原案件里的案款怎么关联到执恢的案件里,0.003953044,1,原案件里的案款怎么关联到执恢的案件里,0.10564004,1
原案件里的案款怎么关联到执恢的案件里,原案件里面的案款怎么关联到执恢的案件里,恢复执行案件如何关联首次执行案件发放案款,4.984196,1,执恢案件怎么关联首执案件发放案款,0.21936788,0,网络查控时反馈协执行退回什么原因,0.06651309,0,怎么关联案件;首执案件怎么与执保案件关联;恢复执行案件与原终本案件关联;执恢案件关联首执划拨存款;执恢案件划拨首执案件冻结存款,0.6292966,0
原案件里的案款怎么关联到执恢的案件里,原案件里面的案款怎么关联到执恢的案件里,财务系统诉讼费采用调账支付怎么确认支付,5.006512,0,执行案件中未发放案款如何关联执恢案件支付,0.23181556,1,怎么从财务系统退回已经审核完成的案款发放信息？,0.06688225,0,发现案件错误，需要删除案件，怎么办？,0.6456602,0
恢复案件如何关联首次执行案件,恢复案件如何关联首次执行刑事案件,恢复案件如何关联首次执行案件,0.6766948,1,恢复案件如何关联首次执行案件,0.1823566,1,案款信息推送办案办案系统,0.055310357,0,恢复案件如何关联首次执行案件,0.16421433,1
恢复案件如何关联首次执行案件,恢复案件如何关联首次执行刑事案件,恢复执行案件如何关联首次案件,1.4191604,1,恢复执行案件如何关联首次案件,0.20357582,1,归档时提示：提交归档失败，请检查配置,0.0668708,0,恢复执行案件如何关联首次案件,0.16421433,1
恢复案件如何关联首次执行案件,恢复案件如何关联首次执行刑事案件,删除案款审批信息,4.3797045,0,恢复执行案件如何关联首次执行案件发放案款,0.27440777,1,恢复案件可否立即终本,0.06832318,0,恢复执行案件如何关联首次执行案件发放案款,0.23992676,1
首执案件钱怎么在恢复案件中支付,首执案件银子怎么在恢复案件中支付,首执案件钱怎么在恢复案件中支付,1.85229,1,首执案件钱怎么在恢复案件中支付,0.2707182,1,首执案件钱怎么在恢复案件中支付,0.008852775,1,首执案件钱怎么在恢复案件中支付,0.5199391,1
首执案件钱怎么在恢复案件中支付,首执案件银子怎么在恢复案件中支付,长期扣划已终结执行案件怎样支付案款,3.0037897,0,恢复案件发放首执案件案款,0.36950094,1,恢复执行后如何对原案案件进行扣划,0.012495226,0,之前案件案款怎么在恢复案件中支付,0.69084346,1
首执案件钱怎么在恢复案件中支付,首执案件银子怎么在恢复案件中支付,恢复案件怎么支付以前案件案款,3.1137395,1,之前案件案款怎么在恢复案件中支付,0.43471783,1,财务系统怎么上传支款凭证，银行回执单。,0.024978539,0,罚金案子在支付案款通知书上打出来显示收取执行费,0.7990403,0
执行案件中未发放案款如何关联执恢案件支付,执行案件中未发放案款如何关连执恢案件支付,执行案件中未发放案款如何关联执恢案件支付,2.7729938,1,执行案件中未发放案款如何关联执恢案件支付,0.12992926,1,执行案件中未发放案款如何关联执恢案件支付,0.031680334,1,执行案件中未发放案款如何关联执恢案件支付,0.15295412,1
执行案件中未发放案款如何关联执恢案件支付,执行案件中未发放案款如何关连执恢案件支付,恢复执行案件如何关联首次执行案件发放案款,4.3016324,1,恢复案件发放首执案件案款,0.25224516,1,是否可以通过电话向当地网格员进行调查,0.045353822,0, 执行完毕报结案件如何发放案款,0.50034547,0
执行案件中未发放案款如何关联执恢案件支付,执行案件中未发放案款如何关连执恢案件支付,财务系统诉讼费采用调账支付怎么确认支付,4.6678014,0,如何在恢复执行案件中，发放首次执行案件的案款,0.2750492,1,同一案件的多个账户冻结后能否进行排序,0.051893547,0,已结案件，怎么发放诉讼费和执行费 ,0.53505707,0
案款发放恢复案件怎么和首次执行匹配,案款发放恢复刑事案件怎么和首次执行匹配,案款发放恢复案件怎么和首次执行匹配,2.718004,1,案款发放恢复案件怎么和首次执行匹配,0.12964572,1,财务系统匹配案款至今未推送到执行系统,0.037080623,0,案款发放恢复案件怎么和首次执行匹配,0.13174427,1
案款发放恢复案件怎么和首次执行匹配,案款发放恢复刑事案件怎么和首次执行匹配,恢复执行案件如何关联首次案件,4.7942295,1,恢复执行案件能不能部分恢复，执行完毕结案,0.45992547,0,财务系统匹配案款至今未推送到执行系统,0.037080623,0,恢复执行案件如何关联首次执行案件发放案款,0.3759605,1
案款发放恢复案件怎么和首次执行匹配,案款发放恢复刑事案件怎么和首次执行匹配,恢复案件如何关联首次执行案件,5.154014,1,如何在恢复执行案件中，发放首次执行案件的案款,0.47380382,1,财务系统支付案款确认后不推送到执行系统,0.052041132,0,如何在恢复执行案件中，发放首次执行案件的案款,0.4064841,1
恢复执行案件如何关联首次案件,恢复执行刑事案件如何关联首次案件,恢复执行案件如何关联首次案件,2.2313359,1,恢复执行案件如何关联首次案件,0.14539239,1,原案财务系统剩余案款如何支付,0.06825205,0,恢复案件如何关联首次执行案件,0.16421433,1
恢复执行案件如何关联首次案件,恢复执行刑事案件如何关联首次案件,恢复案件如何关联首次执行案件,2.799696,1,恢复案件如何关联首次执行案件,0.15514189,1,查控系统登录账号密码忘记怎么处理,0.09520756,0,恢复执行案件如何关联首次案件,0.16421433,1
恢复执行案件如何关联首次案件,恢复执行刑事案件如何关联首次案件,怎么从财务系统退回已经审核完成的案款发放信息？,5.7733226,0,恢复执行案件如何关联首次执行案件发放案款,0.2756589,1,需要把执行系统案款支付重新推送到财务系统,0.116241805,0,恢复执行案件如何关联首次执行案件发放案款,0.23992676,1
恢复案件怎么支付以前案件案款,恢复案件怎么支付以前刑事案件案款,恢复案件怎么支付以前案件案款,1.4734752,1,恢复案件怎么支付以前案件案款,0.18959522,1,恢复执行案件如何关联首次案件,0.03518285,1,恢复案件怎么支付以前案件案款,0.32409248,1
恢复案件怎么支付以前案件案款,恢复案件怎么支付以前刑事案件案款,终结和长期履行怎么发放案款,2.8911994,0,之前案件案款怎么在恢复案件中支付,0.2646822,1,国有划拨土地房屋否可以进行网上拍卖,0.0399879,0,民事调解案件怎么发放案款,0.7586072,0
恢复案件怎么支付以前案件案款,恢复案件怎么支付以前刑事案件案款,长期扣划已终结执行案件怎样支付案款,3.258693,0,已结案件案款支付,0.44388044,0,网络询价怎么提出异议。,0.0419918,0,追缴诉讼费案件案款怎么支付,0.80577636,0
之前案件案款怎么在恢复案件中支付,之前案件案款怎么在恢复案件中的支付,之前案件案款怎么在恢复案件中支付,1.7760905,1,之前案件案款怎么在恢复案件中支付,0.006462296,1,之前案件案款怎么在恢复案件中支付,0.010640799,1,之前案件案款怎么在恢复案件中支付,0.5799041,1
之前案件案款怎么在恢复案件中支付,之前案件案款怎么在恢复案件中的支付,罚金怎么支付案款,2.4775724,0,恢复案件怎么支付以前案件案款,0.07919327,1,恢复执行案件，没有履行完毕怎么结案,0.026501307,0,恢复案件怎么支付以前案件案款,0.82128197,1
之前案件案款怎么在恢复案件中支付,之前案件案款怎么在恢复案件中的支付,案款认领功能找不到,2.629262,0,首执案件钱怎么在恢复案件中支付,0.22868149,1,履行了一部分，恢复执行怎么结案,0.027234023,0,总对总支持冻结扣划的最新情况表,0.8986677,0
原执行案件已匹配未登记案款在恢复执行中怎样发放,原执行刑事案件已匹配未登记案款在恢复执行中怎样发放,原执行案件已匹配未登记案款在恢复执行中怎样发放,2.8880224,1,原执行案件已匹配未登记案款在恢复执行中怎样发放,0.09021095,1,执行系统生成虚拟账号与财务系统不一致,0.034615763,0,原执行案件已匹配未登记案款在恢复执行中怎样发放,0.071838744,1
原执行案件已匹配未登记案款在恢复执行中怎样发放,原执行刑事案件已匹配未登记案款在恢复执行中怎样发放,终结执行方式结案后恢复未结案状态如何支付案款,6.8993897,1,案款发放恢复案件怎么和首次执行匹配,0.42244372,1,财务系统支付凭证，没有回传执行系统,0.037328515,0,怎么关联案件;首执案件怎么与执保案件关联;恢复执行案件与原终本案件关联;执恢案件关联首执划拨存款;执恢案件划拨首执案件冻结存款,0.42156407,0
原执行案件已匹配未登记案款在恢复执行中怎样发放,原执行刑事案件已匹配未登记案款在恢复执行中怎样发放,已分配案款然后取消匹配怎样再次匹配,7.417344,0,恢复执行案件能不能部分恢复，执行完毕结案,0.49842086,0,执行系统无法生成虚拟账号,0.038184427,0,迈维系统里面案件怎么恢复;恢复立案时搜索不到原执行案号,0.55362666,0
终结执行方式结案后恢复未结案状态如何支付案款,终结执行方式结案后恢复并未结案状态如何支付案款,案款被另案保全后可否结案结案后可否支付,4.960118,0,终结执行方式结案后恢复未结案状态如何支付案款,0.010375195,1,终结执行方式结案后恢复未结案状态如何支付案款,0.03514656,1,终结执行方式结案后恢复未结案状态如何支付案款,0.092337124,1
终结执行方式结案后恢复未结案状态如何支付案款,终结执行方式结案后恢复并未结案状态如何支付案款,终结执行方式结案后恢复未结案状态如何支付案款,5.2130413,1,终结结案发放案款,0.27207556,0,失信企业法定代表人变更后，如何在失信记录中变更法定代表人,0.043060027,0,执行案件分案接收后显示移送状态,0.44558135,0
终结执行方式结案后恢复未结案状态如何支付案款,终结执行方式结案后恢复并未结案状态如何支付案款,原案财务系统剩余案款如何支付,5.2633286,0,执行完毕结案还能支付案款吗,0.2903394,0,财务已分配案款但执行系统到账登记无信息怎么处理,0.06702958,0,履行一部分，恢复执行案件结案方式怎么选？,0.47589368,0
恢复案件发放首执案件案款,恢复案件发放首执刑事案件案款,恢复案件发放首执案件案款,0.76681536,1,恢复案件发放首执案件案款,0.18176697,1,立案金额需要修改,0.024379728,0,恢复案件发放首执案件案款,0.35848007,1
恢复案件发放首执案件案款,恢复案件发放首执刑事案件案款,执恢案件关联首执发放案款,3.4942896,0,如何在恢复执行案件中，发放首次执行案件的案款,0.30701455,1,执行系统到账登记无数据,0.025551904,0,民事调解案件怎么发放案款,0.45751107,0
恢复案件发放首执案件案款,恢复案件发放首执刑事案件案款,恢复执行限制高消费,3.7387445,0,已结案件怎么发放案款,0.35437998,0,已结案件，执行公开网仍能查到被执行人信息,0.026233776,0,刑初案号可以发放案款吗,0.57672036,0
案款从执行系统推动过来后，只有案款发放审批表，无其他附件导致财务无法审核,案款从执行系统推动过来后，只有案款发放审批表，无其他附件导致财务无法审查,案款从执行系统推动过来后，只有案款发放审批表，无其他附件导致财务无法审核,0.946931,1,案款从执行系统推动过来后，只有案款发放审批表，无其他附件导致财务无法审核,0.038356937,1,财务系统已经匹配执行系统无到账信息取消重新匹配也没有到账信息,0.046453595,0,案款从执行系统推动过来后，只有案款发放审批表，无其他附件导致财务无法审核,0.035013687,1
案款从执行系统推动过来后，只有案款发放审批表，无其他附件导致财务无法审核,案款从执行系统推动过来后，只有案款发放审批表，无其他附件导致财务无法审查,事项委托结束后，补充的回执材料无法自动回到案件里,20.204247,0,案款发放执行系统审批完成后，财务系统无案款审批信息,0.41992268,0,案款从执行系统推动过来后，只有案款发放审批表，无其他附件导致财务无法审核,0.05641,1,责令退赔案件、追缴违法所得无申请人案件无法进行终本约谈、无法终本结案,0.5234157,0
案款从执行系统推动过来后，只有案款发放审批表，无其他附件导致财务无法审核,案款从执行系统推动过来后，只有案款发放审批表，无其他附件导致财务无法审查,执行系统评估节点录入后未正常推送到询价系统,23.056025,0,案款在执行系统里完成审批，流转后，财务系统看不到,0.44609228,0,新增网拍信息，填写完信息后无法保存，一直数据正在保存中,0.06404568,0,总对总提起冻结时显示出现多案操作导致当事人信息不一致,0.59153223,0
支付案款需要什么附件,缴纳案款需要什么附件,报修多久 会处理,3.5824208,0,支付案款需要什么附件,0.19163203,1,案款支付需要什么附件,0.00266275,1,支付案款需要什么附件,0.15098731,1
支付案款需要什么附件,缴纳案款需要什么附件,审核完成支付案款怎么撤回,3.8174362,0,案款支付需要什么附件,0.24624236,1,支付案款需要什么附件,0.020921947,1,案款支付需要什么附件,0.15098731,1
支付案款需要什么附件,缴纳案款需要什么附件,需要单次解禁怎么办,3.8448277,0,案款支付的附件要求,0.29881582,1,罚金案件必须要在执行系统内做支付吗,0.03197025,0,恢复案件怎么支付以前案件案款,0.91870946,0
财务系统看不见附件,财政系统看不见附件,财务系统上传回执单,7.33995,0,财务系统看不见附件,0.23005138,1,财务系统看不见附件,0.014408157,1,财务系统看不见附件,0.35226527,1
财务系统看不见附件,财政系统看不见附件,财务系统看不到案款,7.880544,0,财务系统看不见附件，执行系统不能向财务系统推送附件,0.59169996,1,网络查控提示证件不全,0.032513246,0,财务系统看不见附件，执行系统不能向财务系统推送附件,0.81706876,1
财务系统看不见附件,财政系统看不见附件,财务系统没有执行案件,8.021772,0,执行系统中，看不见支付附件,0.6631091,0,股权无法查封,0.03906759,0,办案系统推送案款支付信息财务系统看不到,0.91761285,0
案款支付需要什么附件,案款支付必须什么附件,案款支付需要什么附件,2.2462096,1,案款支付需要什么附件,0.025935668,1,支付案款需要什么附件,0.011816964,1,支付案款需要什么附件,0.45017928,1
案款支付需要什么附件,案款支付必须什么附件,案款分配按钮在哪里,5.7185173,0,支付案款需要什么附件,0.06885467,1,案款支付需要什么附件,0.017387478,1,案款支付需要什么附件,0.45017928,1
案款支付需要什么附件,案款支付必须什么附件,执恢案件只能绑定一个执行案件,6.1651664,0,案款支付的附件要求,0.14565061,1,罚金案件必须要在执行系统内做支付吗,0.025120672,0,终本结案必须满三个月,0.89377606,0
案款支付的附件要求,案款支付的附件拒绝,案款发放节点删除,6.6708207,0,案款支付需要什么附件,0.47296694,1,归档时提示：提交归档失败，请检查配置,0.023776142,0,不能操某个功能,0.76703984,0
案款支付的附件要求,案款支付的附件拒绝,财务系统无新立案案件信息,7.6920066,0,案款支付的附件要求,0.47620887,1,恢复案件可否立即终本,0.038351998,0,验证执行主体提示失败,0.86540896,0
案款支付的附件要求,案款支付的附件拒绝,执行系统怎么匹配案款,7.8933215,0,支付案款需要什么附件,0.52952045,1,总对总查询协执退回怎么回事,0.045971386,0,案款支付的附件要求,0.9203666,1
支付案款需要什么材料，财务系统看不见材料,支付案款需要什么材料，财务该系统看不见材料,支付案款需要什么材料，财务系统看不见材料,7.390993,1,支付案款需要什么材料，财务系统看不见材料,0.007663895,1,支付案款需要什么材料，财务系统看不见材料,0.011487697,1,支付案款需要什么材料，财务系统看不见材料,0.08675864,1
支付案款需要什么材料，财务系统看不见材料,支付案款需要什么材料，财务该系统看不见材料,执行完毕案件是否需齐备“四查”（即银行、房地、股权、车辆）资料入卷,16.762262,0,已支付案款信息财务系统找不到原因,0.5291448,0,当事人对人民法院采取限制消费不服，怎么救济,0.05104491,0,我的终本案件中，恢复执行按钮点击没有反应,0.55497086,0
支付案款需要什么材料，财务系统看不见材料,支付案款需要什么材料，财务该系统看不见材料,案款发放流程已经提起，但领导无法审签，看不到该流程,18.814781,0,财务系统看不到案款,0.6743582,0,总对总提起冻结时显示出现多案操作导致当事人信息不一致,0.053618066,0, 案款提存时，怎么选择支付对象和支付方式,0.6011138,0
案款发放需要材料,案款发放必须材料,案款发放需要材料,1.553735,1,案款发放需要材料,0.065049425,1,案款发放需要材料,0.046187583,1,案款发放需要材料,0.57410884,1
案款发放需要材料,案款发放必须材料,案款发放审批程序,4.7321076,0,案款发放怎么操作,0.4983225,0,银行冻结失败,0.061114367,0,终本案件不必须对每个被执行人限制高消费才可结案,0.86606884,0
案款发放需要材料,案款发放必须材料,案款发放由谁审批,5.1419597,0,案款发放,0.53713036,0,报修未解决,0.07230629,0,执恢案件否必须缴纳执行费,0.9032086,0
选择案外人怎么扫描证明文书,选择案外人怎么扫描证明了文书,修改书记员,5.6244397,0,选择案外人怎么扫描证明文书,0.006642261,1,网络拍卖系统中可以做无底价拍卖吗,0.024826335,0,选择案外人怎么扫描证明文书,0.054555323,1
选择案外人怎么扫描证明文书,选择案外人怎么扫描证明了文书,如何在执行信息公开网上公告送达评估报告,5.760621,0,给案外人支款,0.8370172,0,已分割案款怎样再次匹配,0.02666595,0,删除文书或卷宗,0.6241277,0
选择案外人怎么扫描证明文书,选择案外人怎么扫描证明了文书,未申请总对总查控,5.8088675,0,案外人支款,0.8888937,0,执行系统怎么匹配案款,0.036938757,0,总对总里冻结扣划文书落款错误（回执，裁定书）,0.6971074,0
结案方式错误怎么办？,结案方式正确怎么办？,案款支付后恢复立案怎么结案,3.4542577,0,结案方式错误怎么办？,0.31486475,1,已结案件案款支付,0.057016373,0,结案方式错误怎么办？,0.5081362,1
结案方式错误怎么办？,结案方式正确怎么办？,如何撤销失信被执行人,3.736452,0,结案方式错误,0.35705423,1,领取案款恢复案件终本需要做些什么,0.059635382,0,修改结案方式,0.78425735,1
结案方式错误怎么办？,结案方式正确怎么办？,如何对财产担保人进行查控？,3.9046664,0,结案方式选择有误,0.37583983,1,系统中如何生成标准文书,0.059846465,0,结案方式错误,0.80993885,1
案件错误的点击为执行完毕怎么办,案件错误的点击为执行完怎么办,案件错误的点击为执行完毕怎么办,0.9903005,1,案件错误的点击为执行完毕怎么办,0.08290809,1,直接裁定执行财产人，授权收执行主体中不显示功能,0.037546843,0,案件错误的点击为执行完毕怎么办,0.35943332,1
案件错误的点击为执行完毕怎么办,案件错误的点击为执行完怎么办,案子立错怎么撤销,4.451893,0,执行异议案件结案错误,0.54964143,1,结案时提示被执行人年龄为0，无法结案,0.03883261,0,案件已结案，执行费未缴纳,0.6561574,0
案件错误的点击为执行完毕怎么办,案件错误的点击为执行完怎么办,历史案件信息填写保存后，找不到案件,4.6337714,0,我的终本案件中，恢复执行按钮点击没有反应,0.5869185,0,财付通扣划提示“收款账户未在提交财付通的列表内,0.039183654,0,执行实体化分案后案件状态为移送,0.6621219,0
修改结案方式,修改查明方式,到账登记无数据,4.560481,0,总对总查询反馈查询账户交易结算资金不一致,0.8053935,0,收案复制,0.050496932,0,修改结案方式,0.7359137,1
修改结案方式,修改查明方式,填写执行费,4.7473693,0,如何查看总对总里面交易明细,0.8275593,0,重复到账登记,0.055244427,0,结案方式错误如何修改,0.8802058,1
修改结案方式,修改查明方式,修改查控系统账号,4.749224,0,总对总查询交易明细,0.8474164,0,财产精细化,0.06467023,0,诉讼费应收未收转执行立案,0.9176566,0
修改结案数据,修改查明数据,修改结案数据,1.480363,1,修改结案数据,0.6496867,1,重复到账登记,0.073283315,0,修改结案数据,0.8783193,1
修改结案数据,修改查明数据,删除到账登记信息,2.3475444,0,总对总查询反馈查询账户交易结算资金不一致,0.71962047,0,已冻结账户,0.0769158,0,怎么将案件退回立案庭？,0.89360166,0
修改结案数据,修改查明数据,到账登记无数据,2.6852129,0,案款发放信息的修改,0.8451352,0,案款匹配财务应怎样操作,0.09228587,0,执行系统支付罚金,0.9550532,0
由于操作失误，错误结案，需要取消结案,由于操作失误，错误结案，必须取消结案,由于操作失误，错误结案，需要取消结案,2.434843,1,由于操作失误，错误结案，需要取消结案,0.006024125,1,终本案件必须所有被执行人都纳入失信限消吗,0.051812474,0,由于操作失误，错误结案，需要取消结案,0.22066721,1
由于操作失误，错误结案，需要取消结案,由于操作失误，错误结案，必须取消结案,诉讼费清理立什么执行案子;追缴诉讼费案件如何立案,2.9639573,0,由于操作失误错误结案需要取消结案请尽快处理,0.12909219,0,终结执行提示有未解除账户但实际已账户解除冻结,0.052102994,0,案件已结案，怎么发放案款,0.5836139,0
由于操作失误，错误结案，需要取消结案,由于操作失误，错误结案，必须取消结案,错误结案,3.175739,1,原来结案方式错误，错误结案怎么处理,0.25389367,1,首次执行案款被其他法院冻结怎样结案,0.06150096,0,2018年的案件要以终本方式结案，必须具备哪些条件,0.5965483,0
错误结案,正确结案,无银行流水案款怎么匹配到账,4.221141,0,错误结案,0.30736852,1,已冻结账户,0.030535512,0,错误结案,0.9235928,1
错误结案,正确结案,行为执行结案方式。,4.428547,0,结案方式错误,0.36625192,1,收案复制,0.063893154,0,结案错误,0.9235928,1
错误结案,正确结案,屏蔽失信人,4.4894905,0,原来结案方式错误，错误结案怎么处理,0.39729986,1,重复到账登记,0.07680775,0,修改结案数据,0.9825753,1
需要取消结案,需要中止结案,需要取消结案,0.9548255,1,中止案件能否终结结案,0.26240176,0,执行如何交纳诉讼费,0.033524297,0,中止案件能否终结结案,0.3732779,0
需要取消结案,需要中止结案,暂缓发放案款,2.4967701,0,需要取消结案,0.4779267,1,怎么刷新缓存,0.039725903,0,需要取消结案,0.4978377,1
需要取消结案,需要中止结案,审核完成支付案款怎么撤回,2.7464216,0,由于操作失误，错误结案，需要取消结案,0.5217972,1,沉淀案款怎么发放,0.05220389,0,结案错误,0.6392369,1
操作失误错误结案,操作失误正确结案,提示未做总对总查控,4.1773834,0,操作失误错误结案,0.26227129,1,案款需要重新匹配,0.016698422,0,操作失误错误结案,0.7443321,1
操作失误错误结案,操作失误正确结案,结案后修改失信,4.5184145,1,操作失误错误结案,0.26227129,1,案款发放信息错误,0.03183311,0,操作失误错误结案,0.7443321,1
操作失误错误结案,操作失误正确结案,已收到案款信息,4.6084166,0,由于操作失误错误结案需要取消结案请尽快处理,0.39802814,1,执行系统进不去,0.033351958,0,结案错误,0.881929,0
结案方式选择有误,结案方式选择应为,结案方式错误,4.288797,1,结案方式选择有误,0.33853877,1,案款显示一直待办,0.02956517,0,结案方式选择有误,0.28758788,1
结案方式选择有误,结案方式选择应为,支付罚没收入选择什么方式,5.0630784,0,结案方式为执行完毕案子怎么继续付款,0.49189723,0,扣划金额的输入,0.031143019,0,修改结案方式,0.5261339,1
结案方式选择有误,结案方式选择应为,无法核查当事人身份信息,5.297318,0,结案方式错误,0.5188401,1,填写结案标,0.038470607,0,结案方式错误,0.5327621,1
结案方式错误,查明方式错误,到账登记无信息,3.1059916,0,总对总查询反馈查询账户交易结算资金不一致,0.6876361,0,错误结案,0.039713826,1,结案方式错误,0.7594998,1
结案方式错误,查明方式错误,到账登记无数据,3.601093,0,结案方式错误,0.8133524,1,总对总loadxml,0.06647305,0,结案方式错误怎么办？,0.764559,1
结案方式错误,查明方式错误,修改查控系统账号,3.9032748,0,总对总操作提示错误,0.8154301,0,被执行屏蔽错误,0.0739899,0,结案方式错误如何修改,0.7996909,1
结案方式错误如何修改,结案方式正确如何修改,和解长期履行结案,4.0260553,0,修改结案方式,0.1988549,1,内部调账如何确认支付完成,0.07664159,0,结案方式错误如何修改,0.6470106,1
结案方式错误如何修改,结案方式正确如何修改,和解长期履行终结结案,4.1400237,0,结案方式错误如何修改,0.23756288,1,已经审批完案款发放领款类别填写错误怎么修改,0.09253944,0,修改结案方式,0.6496746,1
结案方式错误如何修改,结案方式正确如何修改,行为执行结案方式。,4.326171,0,修改结案金额,0.52422565,0,终本案件，怎么支付案款,0.09384387,0,结案方式错误,0.7735004,1
执行异议案件结案错误,执行异议案件查明错误,和解长期履行终结结案,3.977209,0,执行异议案件结案错误,0.29945958,1,被执行人屏蔽错误怎么处理,0.044666626,0,执行异议案件结案错误,0.1793067,1
执行异议案件结案错误,执行异议案件查明错误,被执行屏蔽错误,3.993696,0,怎么通过执行异议案件添加被执行人,0.4564461,0,到账登记信息错误。,0.05727872,0,怎么通过执行异议案件添加被执行人,0.26994586,0
执行异议案件结案错误,执行异议案件查明错误,结案后修改失信,4.2379518,0,案件错误的点击为执行完毕怎么办,0.6561065,1,总对总人行查询注册地页面错误,0.060408503,0,扣划提示“15天异议期内无法扣划”,0.48568046,0
结案错误,查明错误,报修未解决,3.0225377,0,总对总查询反馈查询账户交易结算资金不一致,0.6336875,0,破系统,0.15247546,0,执行案件立错了，发现不应该立案，怎么删除,0.7974221,0
结案错误,查明错误,删除案件,3.0508382,0,总对总查询交易明细,0.79405296,0,案款发放操作流程,0.24411869,0,立案后，发现案号有误，能否修改案号，该怎么办？,0.8807597,0
结案错误,查明错误,查询间隔15天后无法再次查询,3.225408,0,总对总查询交易明细,0.79405296,0,案款发放操作流程,0.24411869,0,立案之后，发现案号错了，想删除案件，怎么处理？,0.92231596,0
案件结案后，修改查封、删除查封、冻结、扣押、评估、财产登记、案款到账等节点信息,案件结案后，改动查封、删除查封、冻结、扣押、评估、财产登记、案款到账等节点信息,案件结案后，修改查封、删除查封、冻结、扣押、评估、财产登记、案款到账等节点信息,3.8972435,1,案件结案后，修改查封、删除查封、冻结、扣押、评估、财产登记、案款到账等节点信息,0.01343503,1,案件结案后，修改查封、删除查封、冻结、扣押、评估、财产登记、案款到账等节点信息,0.002443622,1,案件结案后，修改查封、删除查封、冻结、扣押、评估、财产登记、案款到账等节点信息,0.1494071,1
案件结案后，修改查封、删除查封、冻结、扣押、评估、财产登记、案款到账等节点信息,案件结案后，改动查封、删除查封、冻结、扣押、评估、财产登记、案款到账等节点信息,每月都要进行扣划案款，发放案款，是否每月都要立一个执恢案件？,9.031263,0,结案的时候有未解冻数据,0.46532282,0,此次补录材料的时间是写以前，还是写现在？比如失信决定书、限消令、调查笔录等落款时间,0.04867806,0,案件办理过程中已对被执行人的不动产情况进行调查，卷宗内有不动产查询回执，能否认定已经完成传统查控，是否还需按照《关于进一步规范近期执行工作相关问题的通知》规定，向被执行人所在单位及居住地周边群众调查了解被执行人生活居住、劳动就业、公积金等调查,0.4637001,0
案件结案后，修改查封、删除查封、冻结、扣押、评估、财产登记、案款到账等节点信息,案件结案后，改动查封、删除查封、冻结、扣押、评估、财产登记、案款到账等节点信息,终本结案后现在整改，如补录总对总查控、限消等节点，如系统以结案后录入的节点为由仍判定不合格，如何处理呢,9.598685,0,结案后可以解除账户查封,0.48495153,0,执行款已发放完毕但执行系统案款发放节点一直处于待办状态,0.06138743,0,终本结案后现在整改，如补录总对总查控、限消等节点，如系统以结案后录入的节点为由仍判定不合格，如何处理呢,0.5470744,0
案件结案后删除节点信息,案件结案后移除节点信息,案件结案后删除节点信息,3.8338683,1,案件结案后删除节点信息,0.30414605,1,案件结案后删除节点信息,0.018164618,1,案件结案后删除节点信息,0.59946966,1
案件结案后删除节点信息,案件结案后移除节点信息,清除案款数据,4.499246,0,案件已结案，怎么发放案款,0.5839769,0,终本案件无法查控，恢复执行后没有钱,0.024804823,0,终结方式结案，提示要录入执行救助信息,0.6868528,0
案件结案后删除节点信息,案件结案后移除节点信息,到账登记无数据,4.6178746,0,执恢案件的结案方式,0.61052793,0,案款匹配后执行系统没信息,0.026735347,0, 执行系统执行实质化模块正式启用了吗,0.7334239,0
修改结案金额,修改结案额度,修改结案数据,2.153419,0,修改结案金额,0.35780823,1,修改结案方式,0.005212167,0,修改结案金额,0.11604961,1
修改结案金额,修改结案额度,删除到账登记信息,3.150504,0,修改结案金额,0.35780823,1,终本案件纳失信,0.011091213,0,修改结案金额,0.11604961,1
修改结案金额,修改结案额度,案款转换数据怎么消除,3.2126899,0,修改结案方式,0.57679176,0,修改结案金额,0.023636209,1,修改结案数据,0.33176544,0
操作失误错误结案,误判错误结案,终结结案发放案款,3.657976,0,原来结案方式错误，错误结案怎么处理,0.42089117,0,案款匹配错误,0.055260416,0,错误结案,0.08582053,0
操作失误错误结案,误判错误结案,无法纳入失信,3.6661174,0,结案错误,0.42104962,0,结案方式错误,0.059471525,0,结案错误,0.08582053,0
操作失误错误结案,误判错误结案,结案错误,3.6954284,0,结案方式错误怎么办？,0.43491918,0,新增查控账号,0.060027927,0,操作失误错误结案,0.20369898,1
结案后修改失信,结案后改动失信,结案后修改失信,5.720102,1,结案后修改失信,0.08181112,1,案款发放信息修改,0.025230631,0,结案后修改失信,0.5919553,1
结案后修改失信,结案后改动失信,转换数据后案款到不执行案件,6.2106614,0,案件结案后，修改数据,0.67760295,1,恢复后也无法支付案款,0.044458877,0,结案后如何限制消费，案件终本后怎样纳失信,0.78577733,0
