question,bert_match_question,bert_sore,bert_value,mixnet_match_question,mixnet_sore,mixnet_value,smallBert_match_question,smallBert_sore,small_Bert_value,wam_match_question,wam_sore,wam_value
修改结案数据,提存案款,3.181156,0,修改结案方式,0.29226118,1,已结案件发钱,0.05028834,0,错误结案,0.4759677,1
由于操作失误，错误结案，需要取消结案,案件延期,2.664686,0,由于操作失误错误结案需要取消结案请尽快处理,0.12615897,0,承办人调离帐号被禁用并要求解除限高,0.04236654,0,案件已结案，怎么发放案款,0.4332426,0
由于操作失误，错误结案，需要取消结案,错误立案,2.7962546,0,原来结案方式错误，错误结案怎么处理,0.2766305,1,当事人私下支付了，怎么结案,0.061315488,0,案件已结案，执行费未缴纳,0.47647464,0
错误结案,错误立案,2.1326637,0,结案错误,0.1082776,1,被执行屏蔽错误,0.037085522,0,结案错误,0,1
错误结案,案款拆分,3.056618,0,结案方式错误,0.1658624,1,操作失误错误结案,0.07661339,1,操作失误错误结案,0.17244498,1
需要取消结案,暂缓发放案款,2.487662,0,由于操作失误，错误结案，需要取消结案,0.46218154,1,已结案件需要续冻结,0.09288597,0,结案错误,0.5352189,1
需要取消结案,自动履行怎么结案,3.0327716,0,由于操作失误错误结案需要取消结案请尽快处理,0.5429296,0,立案如何授权？,0.100102425,0,错误结案,0.5352189,1
操作失误错误结案,错误立案,2.487656,0,结案错误,0.2110872,0,案款支付错误,0.049669355,0,结案错误,0.17244498,0
结案方式选择有误,案款发放余额不足,2.6313975,0,结案方式错误,0.25995073,1,执行系统地址,0.02711598,0,结案方式错误,0.4900281,1
结案方式选择有误,案款发放信息错误,2.7455144,0,结案方式错误怎么办？,0.26190275,1,总对总当前用户不存在,0.04882158,0,结案方式错误如何修改,0.52750117,1
结案方式错误,支付宝不能划扣,2.7922168,0,结案方式错误怎么办？,0.041909926,1,案款匹配错误,0.010765658,0,结案方式错误如何修改,0.13057545,1
结案方式错误,案款支付错误,2.816619,0,原来结案方式错误，错误结案怎么处理,0.08595132,1,财产登记在哪里做,0.03065898,0,修改结案方式,0.19036308,1
结案方式错误如何修改,结案方式错误怎么办？,1.7372913,1,结案方式错误,0.2023817,1,承办人案件信息错误怎么修改,0.07678088,0,结案方式错误,0.13057545,1
结案方式错误如何修改,已结案件怎么发放案款,2.0420692,0,结案方式错误怎么办？,0.21648636,1,历史案款如何进行发放,0.09691281,0,修改结案方式,0.17384136,1
执行异议案件结案错误,案款认领功能找不到,3.531853,0,恢复执行案件的结案方式,0.4390399,0,总对总查控，无法对单个执行人进行查控,0.028997622,0,怎么通过执行异议案件添加被执行人,0.20915335,0
执行异议案件结案错误,财务系统无法获取案件信息,4.0400867,0,执恢案件的结案方式,0.4655027,0,财务系统已经入账但执行系统到账登记没有显示内容,0.038443368,0,询价价格有异议,0.4765071,0
结案错误,结案错误,0,1,结案错误,0,1,结案错误,0,1,错误结案,0,1
结案错误,案款未办结,2.482548,0,错误结案,0.1082776,1,一案一账号,0.121588156,0,结案错误,0,1
结案错误,怎么向案外人支付案款,2.5432742,0,原来结案方式错误，错误结案怎么处理,0.12157788,1,总对总页面显示问题,0.13579495,0,操作失误错误结案,0.17244498,1
案件结案后，修改查封、删除查封、冻结、扣押、评估、财产登记、案款到账等节点信息,怎么从财务系统退回已经审核完成的案款发放信息？,8.519487,0,结案后可以解除账户查封,0.47138026,0,此次补录材料的时间是写以前，还是写现在？比如失信决定书、限消令、调查笔录等落款时间,0.04366477,0,案件办理过程中已对被执行人的不动产情况进行调查，卷宗内有不动产查询回执，能否认定已经完成传统查控，是否还需按照《关于进一步规范近期执行工作相关问题的通知》规定，向被执行人所在单位及居住地周边群众调查了解被执行人生活居住、劳动就业、公积金等调查,0.37331617,0
案件结案后，修改查封、删除查封、冻结、扣押、评估、财产登记、案款到账等节点信息,终结本次执行程序案件，每个月都在扣案款，必须每个月都恢复吗？,8.558066,0,结案的时候有未解冻数据,0.4853279,0,财付通扣划提示 扣划对公账号没有在提交财付通名单列表中，不支持列表外账户扣划,0.058797088,0,终本结案后现在整改，如补录总对总查控、限消等节点，如系统以结案后录入的节点为由仍判定不合格，如何处理呢,0.4189986,0
案件结案后删除节点信息,暂停案件扣除审限后不能结案,4.1301575,0,恢复执行案件的结案方式,0.45828375,0,案款匹配后执行系统没信息,0.011747447,0,暂停案件扣除审限后不能结案,0.6854151,0
案件结案后删除节点信息,恢复案件发放首执案件案款,4.414388,0,案件已结案，怎么发放案款,0.48825032,0,财务系统将案件信息删除,0.018323382,0,结案后可以解除账户查封,0.704615,0
修改结案金额,修改立案金额,2.7589526,0,修改结案方式,0.29775485,0,修改结案方式,0.03166122,0,修改结案数据,0.5058233,0
操作失误错误结案,错误立案,2.487656,0,结案错误,0.2110872,0,案款支付错误,0.049669355,0,结案错误,0.17244498,0
结案后修改失信,提示未做总对总查控,3.724963,0,案件结案后，修改数据,0.5961791,1,案款发放信息的修改,0.025058096,0,承办人变更屏蔽失信,0.43266276,0
结案后修改失信,和解长期履行终结结案,3.899595,0,有期限的失信，在终本后是否需要将屏蔽失信转为限消,0.62814754,0,案款发放信息的修改,0.025058096,0,结案后如何限制消费，案件终本后怎样纳失信,0.48180512,0
由于操作失误错误结案需要取消结案请尽快处理,关联案件绑定错误，需修改案号,4.957889,0,由于操作失误，错误结案，需要取消结案,0.12615897,0,的法律文书未送，如财产报告令、执行通知书等，现在补送是否有必要,0.07195419,0,已报修请运维尽快处理,0.39381438,0
由于操作失误错误结案需要取消结案请尽快处理,案款发放上交财政怎么处理,5.0567884,0,操作失误错误结案,0.2511002,1,立案时执行依据文号点击放大镜提示输入不符合规范,0.07501918,0,由于操作失误，错误结案，需要取消结案,0.6072644,0
为什么总对总不能自动查控,为什么总对总不能批量查控,2.411807,1,提示未做总对总查控,0.5277513,0,总对总查询反馈查询账户交易结算资金不一致,0.05459404,0,执行系统反应速度太慢了，经常死机,0.89458895,0
为什么总对总不能自动查控,公司法定代表人无法限制高消费,3.5415843,0,未申请总对总查控,0.5771991,0,总对总无法扣划到子账号,0.059839204,0,垃圾系统，,0.95881027,0
为什么总对总不能批量查控,为什么总对总不能自动查控,2.411807,1,什么时候总对总能够批量查控,0.2356501,1,网络扣划的进入法院总账号成为不明款,0.053651363,0,总对总查控，无法对单个执行人进行查控,0.7862625,0
为什么总对总不能批量查控,公司法定代表人无法限制高消费,3.504148,0,终本案件无法进行总对总查控,0.54650044,1,什么时候总对总能够批量查控,0.10449361,1,四川省高级人民法院网络司法拍卖辅助工作管理办法,0.8172472,0
什么时候总对总能够批量查控,已经注销企业限高,4.3545547,0,为什么总对总不能批量查控,0.2356501,1,word文档在电子卷宗里面打不开,0.020663885,0,总对总系统授权怎么操作,0.77770394,0
什么时候总对总能够批量查控,到账登记无数据,4.6044464,0,大量案件被执行人相同如何进行批量查控,0.6015075,1,本院账号怎么列入财付通扣款列表中,0.03471603,0,总对总查控，房产和车辆信息滞后,0.8342113,0
人民银行，开户查询反馈慢,执行通知书未自动生成,5.4353657,0,案款发放，发放银行卡号、联行号、开户行名称错误怎么修改,0.7340895,0,实际领款人名称填写错误,0.035577983,0,总对总能不能自动查控，人民银行反馈慢，终本案件无法查控,0.13721552,1
人民银行，开户查询反馈慢,被执行人死亡无法网络查控,5.5459785,0,银行联行号是什么，怎么 查询银行联行号,0.7933873,0,反映自然人没有身份，属于黑户的问题,0.04574024,0,执行系统反应慢,0.6203608,0
终本案件无法进行总对总查控,终本案件如何进行总对总续行冻结,4.835557,0,总对总查控适用于那些案件,0.37717402,0,总对总查控时，提示该用户不存在,0.03637532,0,终本案件如何进行总对总查询,0.23930237,1
终本案件无法进行总对总查控,案款重复无法删除,6.123253,0,总对总查控，无法对单个执行人进行查控,0.4195279,0,案款发放一直处于代办状态无法结案怎么解决,0.042114276,0,终本案件如何进行总对总续行冻结,0.24674149,0
终本案件无法查控，恢复执行后没有钱,终结方式结案，提示要录入执行救助信息,5.025805,0,恢复执行案件，没有履行完毕怎么结案,0.3676091,0,财务系统匹配后执行系统没有到账信息,0.017371947,0,执行费显示待办，无法执行结案,0.41871342,0
终本案件无法查控，恢复执行后没有钱,和解，终本，支付案款，是否每次都要恢复执行？,5.7176223,0,恢复执行案件能不能部分恢复，执行完毕结案,0.42591313,0,执行案件在财务系统获取不案件信息,0.021543957,0,执行费未支不成功，无法结案,0.5133848,0
冻结扣划节点为自动流转,新增查控账号,6.945401,0,财付通扣划失败，提示与冻结记录不符,0.6583236,0,委托案件时，无法选择受托法院,0.046569534,0,被执行人为法人不能操作限制高消费节点,0.66245157,0
冻结扣划节点为自动流转,财务系统将案件信息删除,7.4740896,0,为什么必须冻结15天后才能进行扣划,0.68172187,0,最高院身份一致性验证失败,0.055583864,0,诉讼费财务系统推送为案款怎么处理,0.7676621,0
案件终本后怎么进行网络查控,财务系统怎么确认支付案款,3.607942,0,终本案件无法进行总对总查控,0.468409,1,执行系统中怎么查看虚拟账号,0.03417283,0,网络询价后不能进行委托评估,0.43289825,0
案件终本后怎么进行网络查控,大量案件被执行人相同如何进行批量查控,3.6483922,1,已结案件，执行公开网仍能查到被执行人信息,0.50926304,0,执行系统中，看不见支付附件,0.041078392,0,柜台冻结后网络能否续冻,0.5312176,0
大量案件被执行人相同如何进行批量查控,首执案件钱怎么在恢复案件中支付,3.045609,0,系统提示根据案号代码未查到案件下的被执行人信息,0.5063125,0,如何在系统里添加被执行人,0.035105713,0,无法将被执行人限制高消费,0.6750135,0
大量案件被执行人相同如何进行批量查控,已终结本次执行程序案件如何发放案款,3.2406259,0,系统提示根据案号代码未查到案件下的被执行人信息，怎么办？,0.5072249,0,执行系统网络查控无法核实当事人身份信息,0.03630613,0,四川省高级人民法院网络司法拍卖辅助工作管理办法,0.71649027,0
终本案件人民银行查询不通过,执行系统不能支付确认结案,2.818891,0,终本案件人行查询,0.3576673,1,word文档在电子卷宗里面打不开,0.03819817,0,村委会身份验证不通过,0.7212978,0
终本案件人民银行查询不通过,总对总查询反馈查询账户交易结算资金不一致,3.1316986,0,案件已结，但中国人民银行征信系统仍显示案件未结的，什么原因？,0.7151077,0,委托案件时，无法选择受托法院,0.039427064,0,当事人正在服兵役，身份验证不通过,0.7488122,0
终本案件人行查询,查询间隔15天后无法再次查询,3.809164,0,终本案件人民银行查询不通过,0.3576673,1,提存建筑工程款,0.041098885,0,总对总人行查询注册地页面错误,0.7780257,0
终本案件人行查询,通知书节点期限时间,3.9240975,0,终本案件如何进行总对总查询,0.48671368,1,执行实体化,0.05586231,0,总对总人行查询注册地页面错误,0.7780257,0
终本案子总对总查询功能怎没有,执行系统到账登记无数据,7.124429,0,终本案件如何进行总对总查询,0.39775193,1,案款显示一直待办,0.04771378,0,终本案件如何进行总对总查询,0.5570672,1
终本案子总对总查询功能怎没有,恢复执行案件再终本，要做哪些节点。,7.2003517,0,终本后如何网查,0.6851786,1,网络询价后续流程不能操作,0.047870737,0,终本案件无法进行总对总查控,0.6080121,1
终本后如何网查,财务系统已经匹配执行系统无到账信息取消重新匹配也没有到账信息,5.9663916,0,终本案子总对总查询功能怎没有,0.6851786,1,结案方式错误如何修改,0.11344371,0,结案后如何限制消费，案件终本后怎样纳失信,0.8122515,0
终本后如何网查,终本案件如何进行总对总查询,6.2124004,1,案件终本后怎么进行网络查控,0.74330115,1,历史案款如何进行发放,0.1753371,0,结案后如何限制消费;案件终本后怎样纳失信;案件终本后申请人申请纳失信,0.81984115,0
终本案件如何进行总对总查询,待执案件中无法模糊查询,2.9400496,0,终本案子总对总查询功能怎没有,0.39775193,1,总对总查控适用于那些案件,0.07387234,0,终本案件如何进行总对总续行冻结,0.14371279,0
终本案件如何进行总对总查询,已终结本次执行程序案件如何发放案款,3.0762198,0,终本案件无法进行总对总查控,0.48393282,1,总对总操作提示错误,0.09536622,0,终本案件无法进行总对总查控,0.23930237,1
批量总对总怎么提起,如何调整执行系统推送到财务系统审核顺序,8.75253,0, 怎么提起事项请求,0.7020388,0,法银直连怎么开通,0.05953202,0,结案，提示总对总查控未完成,0.5820465,0
批量总对总怎么提起,财务无案件,9.018617,0,什么时候总对总能够批量查控,0.7078061,1,查控账号被封停,0.077480935,0,终本案子总对总查询功能怎没有,0.61230004,1
恢复执行案件再终本，要做哪些节点。,履行一部分，恢复执行案件结案方式怎么选？,6.264227,0,恢复执行案件再终本，哪些节点必须做。,0.03725014,1,自动履行完毕后，结案时提示没有对被执行人做限高操作,0.028794741,0,恢复执行案件再终本，检查哪些节点,0.41675118,1
恢复执行案件再终本，要做哪些节点。,和解，终本，支付案款，是否每次都要恢复执行？,6.3799105,0,恢复执行案件再终本，检查哪些节点,0.12173432,1,参与分配制度的分配原则是什么，法人和自然人有何不同,0.033447146,0,恢复执行案件再终本，哪些节点必须做。,0.5666555,1
恢复执行案件再终本，哪些节点必须做。,恢复执行案件再终本，检查哪些节点,4.3967547,1,恢复执行案件再终本，要做哪些节点。,0.03725014,1,恢复执行案件再次终本必须做哪些节点,0.010845145,1,恢复执行案件再次终本必须做哪些节点,0.28379795,1
恢复执行案件再终本，哪些节点必须做。,恢复执行案件再次终本必须做哪些节点,6.283136,1,恢复执行案件再终本，检查哪些节点,0.1305574,1,恢复执行案件再终本，要做哪些节点。,0.036572505,1,恢复执行案件再终本，检查哪些节点,0.37982535,1
恢复执行案件再终本，检查哪些节点,恢复执行案件再终本，哪些节点必须做。,4.3967547,1,恢复执行案件再终本，要做哪些节点。,0.12173432,1,案件已终结结案执行费未发放;只收执行费否要恢复执行,0.025276514,0,恢复执行案件再终本，哪些节点必须做。,0.37982535,1
恢复执行案件再终本，检查哪些节点,恢复执行案件再次终本必须做哪些节点,6.2861133,1,恢复执行案件再终本，哪些节点必须做。,0.1305574,1,案款支付信息填写错误，需要删除信息，重新填写,0.027469186,0,恢复执行案件再终本，要做哪些节点。,0.41675118,1
恢复执行案件再次终本必须做哪些节点,恢复执行案件再终本，哪些节点必须做。,6.283136,1,恢复执行案件再终本，哪些节点必须做。,0.13146123,1,恢复执行案件再终本，哪些节点必须做。,0.010845145,1,恢复执行案件再终本，哪些节点必须做。,0.28379795,1
恢复执行案件再次终本必须做哪些节点,恢复执行案件再终本，检查哪些节点,6.2861133,1,恢复执行案件再终本，要做哪些节点。,0.16158019,1,怎么通过执行异议案件添加被执行人,0.030750077,0,恢复执行案件需要再次终本，办案标准,0.5097053,1
案款支付后恢复立案怎么结案,系列案件怎么立案效率高,1.8923466,0,终结执行方式结案后恢复未结案状态如何支付案款,0.35238922,0,案款支付登记状态不能更改,0.02994107,0,执行立案案号立错怎么办,0.21422115,0
案款支付后恢复立案怎么结案,首次执行案款被其他法院冻结怎样结案,1.9126325,0,终本案子恢复部分给付如何结案,0.3609232,0,长期扣划已终结执行案件怎样支付案款,0.032566328,0,恢复执行立案金额影响执行到位率。,0.22649346,0
和解分期履行案件因支付执行款而恢复执行后卷宗材料如何处理,结案时办案信息执行到位标无法填写网络扣划金额,16.746555,0,和解分期履行，是否每次都要立恢复执行案件,0.37651512,0,案款银行流水匹配无法找到已缴款项,0.094025,0,和解长期履行，支付案款，恢复执行太麻烦,0.44692042,0
和解分期履行案件因支付执行款而恢复执行后卷宗材料如何处理,非本案执行组织成员无法操作失信,18.551104,0,终结案件分期履行如何发放案款,0.53287834,0, 案款提存时，怎么选择支付对象和支付方式,0.10594585,0,当庭履行，需要做到账登记吗？,0.4479724,0
恢复案件终本,领取案款案件怎么终本,6.7897115,1,恢复案件可否立即终本,0.18261625,0,已终本案款发放,0.020461215,0,恢复案件发放首执案件案款,0.7305182,0
恢复案件终本,恢复执行案件再终本，要做哪些节点。,6.9061704,1,恢复执行案件需要再次终本，办案标准,0.34451258,1,财务匹配,0.031275965,0,执行案件无法接收,0.74845296,0
领取案款恢复案件终本需要做些什么,案款支付后恢复立案怎么结案,2.9107451,1,领取案款案件怎么终本,0.33212984,1,终本案件结案有部分被执行人人已履行,0.030663114,0,恢复案件怎么支付以前案件案款,0.83176523,0
领取案款恢复案件终本需要做些什么,当庭履行，需要做到账登记吗？,3.3185759,0,恢复案件终本,0.34729975,1,执恢案件只能绑定一个执行案件,0.03569201,0,通知申请执行人进行终本约谈，但其不配合，拒绝到法院，无法约谈。此时，能否以电话录音或工作记录（表明通知其到法院进行终本约谈）代替约谈笔录,0.9106894,0
执恢案件立案后需要送达些基础文书,案件信息有误，怎么退回立案庭修改,3.5506644,0,受理案件后，发现被执行人在立案前已经履行，怎么结案,0.5779871,0,协执执行单位未全部反馈,0.0407992,0,怎么将案件退回立案庭？,0.3523772,0
执恢案件立案后需要送达些基础文书,案子已结执行费未转怎么办,3.7892313,0,恢复执行案件需要制作哪些文书,0.58508253,0,终本案子恢复后否要按三个月要求结案,0.051812243,0,案件信息错了，如何退回立案庭,0.37937194,0
终本恢复执行如何限高,终本后屏蔽失信人,7.1405125,0,恢复执行限制高消费,0.52976495,1,罚金案件怎么支付案款,0.053162795,0,恢复执行限制高消费,0.4405808,1
终本恢复执行如何限高,恢复案件如何关联首次执行案件,7.3284874,0,恢复执行案件需要再次终本，办案标准,0.5878405,1,如何，哪里公示评估报告,0.0540892,0,恢复执行申请标准,0.5165668,0
恢复执行限制高消费,现金履行支付信息怎么操作,3.4843714,0,无法将被执行人限制高消费,0.3122007,0,查控时，提示用户不存在,0.032816086,0,终本恢复执行如何限高,0.4405808,1
恢复执行限制高消费,删除到账登记信息,3.6641917,0,被执行人限制高消费，现且已履行完毕，解除限消时选项中没有履行完毕，应该如何操作,0.46587333,0,驳回申请需要出什么文书,0.033022486,0,执行案件无法接收,0.6306305,0
领取案款案件怎么终本,终本案子恢复部分给付如何结案,5.3043056,0,终本案件需要支付案款,0.30871844,0,案件已结案款未支付,0.018412316,0,案件立错,0.58095694,0
领取案款案件怎么终本,执行系统怎么匹配案款,5.954138,0,终本案件，怎么支付案款,0.32284898,0,执恢案件支付案款怎么匹配,0.0464386,0,执恢案件关联执恢案件扣划,0.6756287,0
半自动点对点查控,为什么总对总不能批量查控,3.5105755,0,什么是半自动点对点查控,0.054829456,1,查控系统地址,0.021697985,0,什么是半自动点对点查控,0.43405086,1
半自动点对点查控,为什么总对总不能自动查控,3.6851125,0,为什么总对总不能自动查控,0.7350949,0,引入单号,0.023545071,0,点对点系统授权如何操作,0.71844167,0
执行系统材料引入支持什么格式,新增执行款账户时没有可供选择开户行,21.574404,0,文书模板在执行系统如何使用,0.7303402,0,案款填错,0.05052376,0,引入单号,0.65669,0
执行系统材料引入支持什么格式,财务系统有案件信息执行系统无法生成账号,32.140205,0,执行系统卷宗支持传什么格式文件,0.86782986,1,案款信息填写错误,0.05545399,0,执行系统卷宗支持传什么格式文件,0.7182809,1
终本案件必须恢复执行才能进行扣划吗？,终本案件需要支付案款,4.6869493,0,恢复执行后如何对原案案件进行扣划,0.23347849,1,提高系列案件的立案效率,0.036787406,0,执恢案件否必须缴纳执行费,0.46003056,0
终本案件必须恢复执行才能进行扣划吗？,和解，终本，支付案款，是否每次都要恢复执行？,5.9563403,0,恢复执行案件需要再次终本，办案标准,0.3914167,0,被执行人为集体经济组织无法限消,0.04463052,0,终本案件，每次支付案款，恢复执行太麻烦,0.48740906,0
已经终本的案件，怎么扣划案款。,财务系统诉讼费采用调账支付怎么确认支付,4.291932,0,终本案件发现有钱，怎么扣划,0.29328528,1,执行完毕结案还能支付案款吗,0.03616872,0,终本案件，怎么支付案款,0.31780896,0
已经终本的案件，怎么扣划案款。,终本案件需要支付案款,4.7457094,0,终本案件，怎么支付案款,0.31960332,0,被执行人为集体经济组织无法限消,0.036564175,0,终本案件如何调整承办人，已结案件如何调整承办人,0.3967,0
恢复执行后如何对原案案件进行扣划,首执案件钱怎么在恢复案件中支付,2.9582222,0,终本案件必须恢复执行才能进行扣划吗？,0.23347849,1,首执案件钱怎么在恢复案件中支付,0.022355497,0,执行案件分案接收后显示移送状态,0.42288637,0
恢复执行后如何对原案案件进行扣划,之前案件案款怎么在恢复案件中支付,3.0555894,0,长期扣划已终结执行案件怎样支付案款,0.37000093,0,达成长期履行和解协议结案文书什么,0.028049985,0,终本恢复执行如何限高,0.5750745,0
哪些银行还不能实现扣划功能,支付宝不能划扣,3.705414,0,中国银行不能扣划,0.3200275,1,案款发放界面不显示可支付总额,0.018770441,0,终本案件无法查控，恢复执行后没有钱,0.8649877,0
哪些银行还不能实现扣划功能,无法纳入失信,4.3415,0,工行扣划提示“不动户不能进行扣划”,0.5290219,0,案款发放时显示余额不足,0.029012725,0,案件结案后，修改数据,0.88399744,0
总对总支持冻结扣划的最新情况表,反映自然人没有身份，属于黑户的问题,5.7596507,0,网上冻结账户后扣划一部分资金账户无法解冻,0.5967048,0,总对总查控，无法对单个执行人进行查控,0.032666974,0,终本案件如何进行总对总续行冻结,0.5986506,0
总对总支持冻结扣划的最新情况表,财务系统怎么上传支款凭证，银行回执单。,5.985827,0,总对总里冻结扣划文书落款错误（回执，裁定书）,0.6294274,0,被执行人死亡无法网络查控,0.03331424,0,未申请总对总查控,0.63291115,0
中国银行账户能否网络划拔,不结案后还能否添加当事人,5.2516727,0,中国银行无法网络划拨,0.658484,1,执行系统中执行通知书虚拟账号乱码,0.04983335,0,案件终本后怎么进行网络查控,0.7069989,0
中国银行账户能否网络划拔,如何取消案款分割,5.388308,0,哪些银行还不能实现扣划功能,0.9383058,1,审判庭案件怎么支付案款;,0.0573154,0,网络询价怎么提出异议。,0.75606,0
银行回执显示扣划账号大于12位无法扣划,案款发放时显示余额不足,4.695409,0,银行回执显示扣划账号大于12位，无法扣划,0.014271323,0,银行回执显示扣划账号大于12位，无法扣划,0.004464534,0,银行回执显示扣划账号大于12位，无法扣划,0.13738124,0
中国银行无法网络划拨,案款发放余额不足,3.2640874,0,中国银行账户能否网络划拔,0.658484,1,财务系统审批金额为零,0.025548384,0,网络查控节点无法流转,0.5909854,0
中国银行无法网络划拨,银行回执显示扣划账号大于12位，无法扣划,3.5226839,0,无法进行执保划拨,0.77429897,0,执行系统又不给力,0.02924774,0,网络询价怎么提出异议。,0.6681544,0
如何，哪里公示评估报告,如何，哪里公示询价结果,3.136669,1,如何在执行信息公开网公示评估报告 ,0.6031939,1,财务系统怎么授权审批人,0.036254197,0,终本案件申请执行人书面申请屏蔽失信被执行人名单或取消限制消费令的，是否可以不纳入失信或限消,0.7226672,0
如何，哪里公示评估报告,失信被执行人名单撤销的标准是什么？,4.182975,0,如何在执行信息公开网上公告送达评估报告,0.71671295,1,"已结案件,还有案款未发放",0.0397083,0,总对总里冻结扣划文书落款错误（回执，裁定书）,0.72752976,0
如何，哪里公示询价结果,如何，哪里公示评估报告,3.136669,1,如何，哪里公示评估报告,0.72922415,1,自动履行案件，怎么登记履行信息,0.040816195,0,在纳入限高时，提示该企业法定代表人无校验结果,0.53459156,0
如何，哪里公示询价结果,总对总系统授权怎么操作,4.446967,0,网络询价结果过高怎么办？,0.92724264,0,案款预进账信息可以手动填写吗,0.059230667,0,限高时无校验结果,0.69718516,0
如何在执行信息公开网上公告送达评估报告,如何改正执行依据文号,4.7757444,0,如何在执行信息公开网公示评估报告 ,0.2714237,1,财务系统报修为什么一直未处理,0.061773304,0,如何在执行信息公开网公示评估报告 ,0.38077977,1
如何在执行信息公开网上公告送达评估报告,恢复执行立案金额影响执行到位率。,5.3113813,0,送达怎么在执行信息公开网公示,0.5053198,0,村民委员会限制高消费,0.068686806,0,执行状态的案件合议庭成员修改和法官助理添加在哪里添加,0.70773685,0
总对总系统授权怎么操作,屏蔽失信人,3.5321743,0,点对点系统授权如何操作,0.37080657,1,案款分配按钮在哪里,0.079822116,0,总对总系统进不去,0.31918845,1
总对总系统授权怎么操作,已经注销企业限高,3.6802835,0,财务系统授权,0.53755194,0,终本案件分类,0.09291849,0,总对总页面显示问题,0.5187575,0
总对总系统进不去,财务系统更换新版本,3.545949,0,执行系统进不去,0.38740292,0,操作失误错误结案,0.05308114,0,总对总系统授权怎么操作,0.31918845,1
总对总系统进不去,执行办案系统为什么很卡,3.670243,0,查控系统进不去,0.43340832,1,操作失误错误结案,0.05308114,0,总对总登录网址，无法给总对总查控授权，总对总系统进不去,0.56467474,1
点对点系统进不去,到账登记节点打不开,3.437174,0,总对总系统进不去,0.4514972,1,查控系统进不去,0.034946878,1,查控系统进不去,0.32162604,1
点对点系统进不去,提交询价评估页面不显示,3.4922438,0,执行系统进不去,0.60009974,0,待执案件中无法模糊查询,0.04583421,0,点对点系统授权如何操作,0.5701192,1
点对点系统授权如何操作,查控系统公告在哪里点开,5.8210955,0,总对总系统授权怎么操作,0.37080657,1,如何实现文书自动生成,0.068844564,0,点对点系统进不去,0.5701192,1
点对点系统授权如何操作,总对总系统授权怎么操作,6.24232,1,财务系统授权,0.7410932,0,当事人议价如何操作？,0.08119122,0,半自动点对点查控,0.71844167,0
查控系统进不去,执行系统打不开,3.539727,0,今天查控系统不用不起,0.3919664,0,点对点系统进不去,0.034946878,1,点对点系统进不去,0.32162604,1
查控系统进不去,无法到账登记,3.767005,0,总对总系统进不去,0.43340832,1,财务看不到信息,0.06291104,0,执行系统进不去,0.4722383,0
怎么给查控系统授权,在哪里添加本院信息,3.843035,0,怎么进入查控系统管理,0.45710206,1,案款发放信息修改,0.028864143,0,财务系统权限如何设置,0.684536,0
怎么给查控系统授权,如何绑定关联案件,3.864452,0,查控系统地址,0.5103491,1,“请联系系统管理员检查接口是否畅通”,0.029094549,0,执行系统电子签章怎么设置,0.75194764,0
怎样设置全国法院网络执行查控系统查控审批权限,执保立案无法生成预估执行费,5.1303444,0,案件终本后怎么进行网络查控,0.55371153,0,财务系统案款审批时不显示执行费、诉讼费,0.026677163,0,网络扣划的进入法院总账号成为不明款,0.7244759,0
怎样设置全国法院网络执行查控系统查控审批权限,罚金案件自动履行结案可以不走案款支付流程吗,5.5183024,0,执行系统网络查控无法核实当事人身份信息,0.5790458,0,如何避免执行办案系统案款数据同步到财务系统时少数据,0.037468072,0,执行系统网络查控无法核实当事人身份信息,0.77821565,0
怎么进入查控系统管理,查控系统地址,3.1235821,1,怎么给查控系统授权,0.45710206,1,执恢案件只能绑定一个执行案件,0.026787672,0,股权怎么进入评估、拍卖流程,1.0175459,0
怎么进入查控系统管理,删除已转换数据,3.3149676,0,查控系统地址,0.5234575,1,财务系统无案件,0.031747762,0,被执行人已经履行完毕，仍然提示要对被执行人限制高消费,1.0705749,0
查控系统地址,怎么进入查控系统管理,3.1235821,1,查控系统公告在哪里点开,0.44072446,0,引入单号,0.017204495,0,执行系统地址,0.45802635,0
查控系统地址,查控账号被封停,4.02458,0,今天查控系统可以用吗,0.49153417,0,半自动点对点查控,0.021697985,0,执行系统登录网址,0.8997578,0
财产精细化怎么使用,财产精细化,1.2696606,1,财产精细化,0.15642463,1,财付通获取证件或文书失败,0.14829859,0,财产精细化,0.1708422,1
财产精细化怎么使用,刑事罚金怎么支付案款,1.9794064,0,财产精细化有什么功能,0.17921734,1,门户网站报修操作？,0.16539814,0,财产精细化有什么功能,0.25565448,1
财产精细化,财产精细化怎么使用,1.2696606,1,财产精细化有什么功能,0.14648776,1,执行实体化,0.024959069,0,财产精细化怎么使用,0.1708422,1
财产精细化,如何做财产登记,2.1478796,0,财产精细化怎么使用,0.15642463,1,提存建筑工程款,0.03293383,0,财产精细化有什么功能,0.2625254,1
怎么进行定向询价,怎么做到账登记,2.9572072,0,可以向哪些机构定向询价,0.30596054,1,怎么修改执行主体信息,0.0783764,0,股权定向询价机构,0.6304344,0
怎么进行定向询价,到账登记不显示,3.3998215,0,定向询价机构,0.32956016,1,如何删除财务系统案款支付信息,0.084636144,0,定向询价机构,0.6476512,1
可以向哪些机构定向询价,如何联系专业技术评审机构,4.3415413,0,定向询价机构,0.092193075,1,恢复执行立案金额怎么填,0.10124111,0,定向询价机构,0.32025355,1
